iter	RMSE
291	31.18868184
292	31.13055783
293	31.11455696
294	31.07101174
295	31.06415243
296	31.0382795
297	31.0131483
298	30.95900148
299	30.88518025
300	30.8290352
301	30.77808307
302	30.74655833
303	30.7242112
304	30.6795113
305	30.63468551
306	30.58434025
307	30.53324435
308	30.4995717
309	30.47076166
310	30.42761153
311	30.3837374
312	30.35669758
313	30.3176165
314	30.29523429
315	30.27223867
316	30.2339167
317	30.18417474
318	30.15423431
319	30.11913989
320	30.09898869
321	30.06006333
322	30.01530633
323	29.97849638
324	29.97159486
325	29.95965916
326	29.93234264
327	29.91228462
328	29.8888681
329	29.86014983
330	29.82898924
331	29.79047718
332	29.78541128
333	29.75987395
334	29.72187238
335	29.71495273
336	29.67997973
337	29.65889748
338	29.65251945
339	29.60747453
340	29.56162093
341	29.52885953
342	29.52134949
343	29.50990989
344	29.46611961
345	29.42495023
346	29.40562078
347	29.35293106
348	29.34717805
349	29.30911089
350	29.2961179
351	29.27726815
352	29.23619102
353	29.20753951
354	29.18939423
355	29.18473981
356	29.13529574
357	29.08069442
358	29.04959892
359	29.01700641
360	28.97490443
361	28.9390446
362	28.90923781
363	28.90348359
364	28.90014937
365	28.84999147
366	28.84556628
367	28.82252049
368	28.79994736
369	28.76135424
370	28.74139292
371	28.7193348
372	28.68207955
373	28.63930982
374	28.60598736
375	28.58328953
376	28.55374803
377	28.55042003
378	28.51438122
379	28.45679292
380	28.40791458
381	28.37273585
382	28.33640569
383	28.31107697
384	28.29073293
385	28.25815112
386	28.23259049
387	28.20214749
388	28.17857689
389	28.14103639
390	28.11708752
391	28.07727612
392	28.06948421
393	28.02489693
394	27.98737339
395	27.95820637
396	27.93431655
397	27.92854767
398	27.92558403
399	27.882026
400	27.85420631
401	27.83010795
402	27.79560864
403	27.77774121
404	27.77364277
405	27.73223258
406	27.67597469
407	27.67055916
408	27.63614893
409	27.60063844
410	27.57934262
411	27.56909803
412	27.55471371
413	27.55018076
414	27.48348137
415	27.47812949
416	27.43868614
417	27.39713409
418	27.35439584
419	27.34048789
420	27.28930137
421	27.28384089
422	27.26701188
423	27.22784376
424	27.17499599
425	27.15514284
426	27.14189832
427	27.10531919
428	27.09390175
429	27.05305075
430	27.04451045
431	27.02881573
432	27.01194645
433	27.00431751
434	26.97232227
435	26.95727666
436	26.92148701
437	26.89995024
438	26.85050977
439	26.8361285
440	26.82475692
441	26.80063535
442	26.79053125
443	26.76923102
444	26.75405685
445	26.71897764
446	26.69658681
447	26.6669433
448	26.64802068
449	26.61895878
450	26.57229646
451	26.55731089
452	26.54315443
453	26.5055391
454	26.47936839
455	26.45214707
456	26.44254174
457	26.43611058
458	26.4128004
459	26.38372439
460	26.34593709
461	26.30640181
462	26.27398534
463	26.25143869
464	26.21092629
465	26.19857821
466	26.17386908
467	26.13349293
468	26.11690694
469	26.09454435
470	26.0816997
471	26.06533665
472	26.0406347
473	26.01417199
474	25.98027976
475	25.97280838
476	25.94699786
477	25.93233487
478	25.91300001
479	25.89878546
480	25.89193085
481	25.86453228
482	25.84264415
483	25.81174668
484	25.79781984
485	25.77359907
486	25.7538314
487	25.74222199
488	25.73161042
489	25.7240474
490	25.71103919
491	25.69525414
492	25.6834158
493	25.66923548
494	25.62394546
495	25.62135141
496	25.61034198
497	25.60814705
498	25.59990619
499	25.57140264
500	25.55406538
501	25.52077244
502	25.49711825
503	25.4852385
504	25.46543225
505	25.46059506
506	25.44367649
507	25.43735352
508	25.41463004
509	25.4102436
510	25.39020832
511	25.37050728
512	25.34460684
513	25.30994989
514	25.28730437
515	25.27156058
516	25.24554534
517	25.22195838
518	25.18465932
519	25.16861089
520	25.15101016
521	25.11634039
522	25.09110238
523	25.06021368
524	25.03967772
525	25.02022271
526	25.00141166
527	24.97684297
528	24.95187204
529	24.91154514
530	24.88854365
531	24.87580781
532	24.85270062
533	24.81477041
534	24.81131103
535	24.78664389
536	24.76272456
537	24.75512938
538	24.74219215
539	24.72877434
540	24.70630032
541	24.67053161
542	24.63470002
543	24.61655254
544	24.58621473
545	24.56410273
546	24.5536721
547	24.53694373
548	24.51635436
549	24.49333197
550	24.45312614
551	24.43966766
552	24.41977671
553	24.39123878
554	24.37656182
555	24.33770589
556	24.32746889
557	24.31358632
558	24.3075127
559	24.28083734
560	24.24026723
561	24.2216823
562	24.19745183
563	24.17603825
564	24.14992464
565	24.12380214
566	24.1121317
567	24.08787508
568	24.06372078
569	24.02501265
570	23.98984181
571	23.97434157
572	23.96422137
573	23.93912454
574	23.92934473
575	23.91271202
576	23.88739613
577	23.86867511
578	23.84513968
579	23.8252675
580	23.79653679
581	23.76391797
582	23.741008
583	23.72472005
584	23.708036
585	23.68470207
586	23.66533676
587	23.64011493
588	23.61336651
589	23.59349545
590	23.56145752
591	23.52861172
592	23.50194333
593	23.48160958
594	23.46256815
595	23.45289652
596	23.42926602
597	23.42095142
598	23.39670295
599	23.37292907
600	23.34890376
601	23.34041852
602	23.32275675
603	23.30356464
604	23.26766097
605	23.23828922
606	23.22426762
607	23.20813846
608	23.1903086
609	23.16518021
610	23.15539122
611	23.1374648
612	23.12469656
613	23.08793081
614	23.05934334
615	23.03721914
616	23.02008455
617	23.00937556
618	22.99212968
619	22.96107
620	22.95310173
621	22.93658738
622	22.9137082
623	22.88848942
624	22.86847538
625	22.85278459
626	22.83153912
627	22.81947013
628	22.80556167
629	22.78516545
630	22.77048449
631	22.75517234
632	22.7452592
633	22.72493558
634	22.7083793
635	22.70055262
636	22.68413717
637	22.66168786
638	22.64815306
639	22.62832436
640	22.61273209
641	22.59835826
642	22.59021205
643	22.57129991
644	22.56097276
645	22.5347278
646	22.52564186
647	22.50142161
648	22.4813196
649	22.47095444
650	22.45939381
651	22.45440248
652	22.43881394
653	22.41071718
654	22.38402656
655	22.3726163
656	22.36283439
657	22.35688897
658	22.35130758
659	22.33809922
660	22.329941
661	22.31518603
662	22.31000854
663	22.29121488
664	22.26333656
665	22.25275238
666	22.2456268
667	22.21907929
668	22.19161994
669	22.15868585
670	22.1523121
671	22.13059836
672	22.12207185
673	22.09496463
674	22.07522371
675	22.0605181
676	22.04512949
677	22.02424059
678	22.00683163
679	21.98887219
680	21.97355636
681	21.96332525
682	21.94711413
683	21.93066372
684	21.91436797
685	21.90551523
686	21.87530336
687	21.85715979
688	21.83755919
689	21.83054545
690	21.80214183
691	21.79427482
692	21.78466869
693	21.77492933
694	21.76392858
695	21.74847651
696	21.74153179
697	21.73056778
698	21.71448301
699	21.69607908
700	21.67652099
701	21.66674439
702	21.65251317
703	21.63872172
704	21.63271008
705	21.62499649
706	21.60122425
707	21.58316954
708	21.5620224
709	21.55615817
710	21.53768046
711	21.52763305
712	21.51041226
713	21.50296435
714	21.49566584
715	21.47305507
716	21.47057967
717	21.45458296
718	21.44139006
719	21.41765256
720	21.40211695
721	21.38977879
722	21.37821734
723	21.35838961
724	21.34437115
725	21.33737705
726	21.32438182
727	21.31982457
728	21.29194052
729	21.26259305
730	21.2502552
731	21.23891751
732	21.22543647
733	21.21886593
734	21.19833771
735	21.19027089
736	21.17824246
737	21.16883023
738	21.16288141
739	21.1405823
740	21.13467672
741	21.12347295
742	21.11149171
743	21.10522482
744	21.09922431
745	21.07540634
746	21.05531485
747	21.03663555
748	21.02773655
749	21.00789578
750	20.98785207
751	20.97138034
752	20.95496367
753	20.94399387
754	20.93449662
755	20.92280197
756	20.90873242
757	20.89966598
758	20.8905023
759	20.87925042
760	20.86699044
761	20.85493431
762	20.84019095
763	20.83024436
764	20.80898595
765	20.79259106
766	20.78230596
767	20.7665505
768	20.75548365
769	20.73690357
770	20.71203255
771	20.69762384
772	20.6820814
773	20.67243142
774	20.66190769
775	20.64786281
776	20.64363617
777	20.63963332
778	20.61727981
779	20.60911247
780	20.59332073
781	20.57681949
782	20.56055306
783	20.54231783
784	20.53900078
785	20.51512124
786	20.5115487
787	20.48306806
788	20.4703989
789	20.44409989
790	20.43438839
791	20.4221965
792	20.40777154
793	20.39532523
794	20.39227557
795	20.38084574
796	20.36159298
797	20.34726497
798	20.32920657
799	20.32294833
